time,source,keyword,frame,D/H,link,relevancy,immigrant category
9,3,2,3,1,https://www.dailymail.co.uk/news/article-12541693/Peru-murder-houston-migrant-crisis-border-Eagle-Pass.html,1,5
9,3,2,13,1,https://www.dailymail.co.uk/wires/ap/article-12541349/Movie-Review-An-immigrant-teen-wants-fit-enters-nightmare-It-Lives-Inside.html,1,5
9,3,2,12,0,https://www.dailymail.co.uk/news/article-12537169/colony-ridge-Texas-illegal-migrant-town.html,0,5
9,3,2,6,1,https://www.dailymail.co.uk/video/tvshowbiz/video-3018783/Video-Arnold-Schwarzenegger-celebrates-40th-citizenship-anniversary.html,0,5
9,3,2,2,0,https://www.dailymail.co.uk/wires/ap/article-12525275/Uncertain-afraid-Florida-s-immigrants-grapple-disrupted-reality-new-law.html,1,5
9,3,2,11,0,https://www.dailymail.co.uk/news/article-12506109/DAVID-MARCUS-Mayor-Eric-Adams-New-York-destroy-migrant-crisis-racists.html,0,5
9,3,2,11,0,https://www.dailymail.co.uk/news/article-12497549/The-View-hosts-migrants-arriving-New-York-City-resettled-elsewhere.html,0,5
9,3,2,9,1,https://www.dailymail.co.uk/tvshowbiz/article-12494487/RuPauls-Drag-Race-contestant-Hollywould-Star-surprised-elimination-says-missed-opportunity-feature-black-immigrant-finale.html,1,5
9,3,2,6,1,https://www.dailymail.co.uk/wires/ap/article-12494077/Chicago-migrants-police-stations-tent-camps-winter-mayors-plan.html,1,5
8,3,2,11,0,https://www.dailymail.co.uk/news/article-12446567/Casey-DeSantis-Republican-debate-guests-9-11-Trump-Saudi-LIV-golf-Angel-family-illegal-immigrant.html,0,5
8,3,2,11,0,https://www.dailymail.co.uk/wires/ap/article-12443531/New-York-governor-urges-Biden-help-state-migrant-surge.html,0,5
8,3,2,12,0,https://www.dailymail.co.uk/wires/afp/article-12438263/How-lone-immigrant-wolf-revived-forest-ecosystem.html,1,5
8,3,2,3,1,https://www.dailymail.co.uk/news/article-12424431/Migrant-18-captured-cops-raped-killed-Texas-girl-11-dumped-bed.html,1,5
8,3,2,9,1,https://www.dailymail.co.uk/news/article-12413291/Iranian-refugee-millionaire-Nashville-car-salesman.html,1,5
8,3,2,3,0,https://www.dailymail.co.uk/video/news/video-3000979/Texas-police-discuss-murder-girl-illegal-immigrant.html,1,5
8,3,2,3,1,https://www.dailymail.co.uk/news/article-12422225/Texas-girl-raped-murdered-illegal-immigrant-El-Paso.html,1,5
8,3,2,11,0,https://www.dailymail.co.uk/wires/pa/article-12418145/Canadian-woman-jailed-ricin-letter-sent-Trump-White-House.html,0,5
8,3,2,3,1,https://www.dailymail.co.uk/wires/ap/article-12418101/Canadian-woman-sentenced-nearly-22-years-2020-ricin-letter-sent-Trump-White-House.html,1,5
8,3,2,13,1,https://www.dailymail.co.uk/femail/article-12417019/Sam-Asghari-transformation-Britney-Spears-Iranian-immigrant-100lbs-decaying-teeth.html,1,5
8,3,2,6,1,https://www.dailymail.co.uk/wires/afp/article-12411709/Tunisian-interfaith-procession-calls-tolerance-instead-hate.html,1,5
8,3,2,13,1,https://www.dailymail.co.uk/wires/afp/article-12406655/Father-son-hunger-strike-Iran-prison-outside-White-House.html,1,5
8,3,2,9,1,https://www.dailymail.co.uk/wires/ap/article-12398383/As-flames-swallowed-Maui-survivors-harrowing-escapes.html,1,5
8,3,2,11,0,https://www.dailymail.co.uk/wires/pa/article-12364595/Former-Ivory-Coast-President-Bedie-dies-89-party-says.html,0,5
7,3,2,11,0,https://www.dailymail.co.uk/news/article-12350853/Mar-Lago-property-manager-Carlos-Oliveira-loyal-hard-working-Portuguese-immigrant-trapped-family-friends-say.html,0,5
7,3,2,13,1,https://www.dailymail.co.uk/news/article-12335723/Patriotism-free-fall-Just-39-adults-18-young-people-extremely-proud-American.html,1,5
7,3,2,12,0,https://www.dailymail.co.uk/travel/travel_news/article-12310495/Fascinating-images-reveal-incredible-network-hidden-underground-gardens-California-took-one-man-40-YEARS-dig-HAND-feature-fruit-grove-chapel-kitchen.html,1,5
7,3,2,3,1,https://www.dailymail.co.uk/news/article-12326551/Illegal-immigrant-murdered-sister-law-hatchet-reported-Home-Office-calmly-texted-husband-tell-wife-dead.html,1,5
7,3,2,1,1,https://www.dailymail.co.uk/wires/ap/article-12302169/The-man-threatened-burn-holy-books-outside-Israeli-Embassy-Sweden-abandons-plan.html,1,5
7,3,2,10,0,https://www.dailymail.co.uk/wires/ap/article-12299643/Swedish-police-authorize-protest-man-plans-burn-Torah-Bible-outside-Israeli-Embassy.html,1,5
7,3,2,12,0,https://www.dailymail.co.uk/news/article-12298817/Viliami-Teukava-Fakavamo-Paki-jailed-rape-Mackay-District-Court.html,1,5
7,3,2,12,0,https://www.dailymail.co.uk/news/article-12295907/San-Francisco-food-hall-La-Cocina-close-drug-dealers-scared-diners.html,1,5
7,3,2,2,0,https://www.dailymail.co.uk/wires/ap/article-12276707/An-Afghan-man-spent-years-helping-US-forces-Afghanistan-shot-killed-Washington.html,1,3
7,3,2,3,1,https://www.dailymail.co.uk/news/article-12272003/Womans-horror-randomly-attacked-homeless-Afghan-immigrant.html,1,3
7,3,2,3,1,https://www.dailymail.co.uk/video/crime/video-2974247/Video-Afghan-immigrant-tries-break-enter-womans-house-random-attack.html,1,3
7,3,2,10,0,https://www.dailymail.co.uk/wires/pa/article-12265847/Far-right-figure-ends-crowdfunder-officer-detained-shot-teenager.html,1,5
7,3,2,3,1,https://www.dailymail.co.uk/news/article-12263477/Illegal-Algerian-migrant-raped-drunk-student-Newcastle-jailed-faces-deportation.html,1,5
7,3,2,1,0,https://www.dailymail.co.uk/news/article-12257135/Another-bus-carrying-dozens-migrants-Texas-arrives-Union-Station-downtown-L-A.html,1,5
7,3,2,12,0,https://www.dailymail.co.uk/wires/ap/article-12255283/2nd-bus-carrying-asylum-seekers-Texas-arrives-Los-Angeles.html,1,5
6,3,2,11,0,https://www.dailymail.co.uk/wires/ap/article-12246771/Philippines-considering-US-request-host-visa-processing-center-Afghans-despite-concerns.html,1,3
6,3,2,9,1,https://www.dailymail.co.uk/wires/pa/article-12242765/Pedro-Pascal-named-Carnegie-s-annual-Great-Immigrants-list.html,1,5
6,3,2,9,1,https://www.dailymail.co.uk/wires/ap/article-12242565/Pedro-Pascal-World-Banks-Ajay-Banga-named-Carnegies-2023-Great-Immigrants-list.html,1,5
6,3,2,11,0,https://www.dailymail.co.uk/wires/ap/article-12239339/After-far-right-victory-German-county-man-neo-Nazi-clothing-hands-balloons-children.html,0,5
6,3,2,9,1,https://www.dailymail.co.uk/wires/ap/article-12236761/Canadas-largest-city-elects-woman-color-mayor.html,1,5
6,3,2,6,1,https://www.dailymail.co.uk/news/article-12232689/Migrants-sleeping-Chicago-police-stations-say-treated-BETTER-shelters.html,1,5
6,3,2,9,1,https://www.dailymail.co.uk/femail/article-12196203/Dad-didnt-really-death-life.html,1,5
6,3,2,8,1,https://www.dailymail.co.uk/wires/ap/article-12204127/Edwidge-Danticat-wins-PEN-Malamud-prize-lifetime-achievement-short-story-writing.html,1,5
6,3,2,11,0,https://www.dailymail.co.uk/wires/ap/article-12201989/Finlands-center-right-leader-says-program-new-coalition-including-far-right-party-ready.html,1,5
6,3,2,4,0,https://www.dailymail.co.uk/news/article-12198835/Abbot-sends-busload-42-Latin-American-migrants-self-declared-sanctuary-Los-Angeles.html,1,5
6,3,2,5,0,https://www.dailymail.co.uk/wires/ap/article-12196789/Migrants-bussed-Texas-Los-Angeles-mayor-calls-despicable-stunt.html,1,5
6,3,2,4,0,https://www.dailymail.co.uk/wires/ap/article-12191673/US-administration-argues-against-trial-case-Trump-era-family-separations-border-Mexico.html,1,5
6,3,2,3,0,https://www.dailymail.co.uk/news/article-12183373/Far-right-protesters-target-theatre-hosting-Drag-Queen-Story-Hour.html,1,5
6,3,2,9,1,https://www.dailymail.co.uk/wires/afp/article-12179965/Pixar-returns-immigrant-fable-Elemental.html,1,5
6,3,2,11,0,https://www.dailymail.co.uk/galleries/article-12160977/Chicago-resident-55-slams-51-million-immigrant-aid-package.html,1,5
6,3,2,11,0,https://www.dailymail.co.uk/news/article-12159511/Chicago-resident-slams-51-million-immigrant-aid-package.html,1,5
6,3,2,10,0,https://www.dailymail.co.uk/news/article-12153491/San-Francisco-store-owner-slams-Dem-citys-politicians-gang-thieves-100-000.html,1,3
6,3,2,9,1,https://www.dailymail.co.uk/news/article-12149751/Gun-store-owner-shutters-business-number-children-killed-shootings-risen-50.html,1,5
5,3,2,8,1,https://www.dailymail.co.uk/femail/article-12139853/Interior-design-expert-reveals-3-things-making-home-look-cheap.html,1,5
5,3,2,8,1,https://www.dailymail.co.uk/news/article-12137083/Eric-Adams-slams-CUNY-grad-divisiveness-calling-attacks-fascist-police.html,1,6
5,3,2,3,1,https://www.dailymail.co.uk/news/article-12134283/Alleged-leader-gang-smuggled-3-000-migrants-Britain-fights-extradition-Belgium.html,1,5
5,3,2,11,0,https://www.dailymail.co.uk/galleries/article-12110553/NYC-Mayor-Eric-Adams-calls-migrants-sent-U-S-city.html,1,5
5,3,2,11,0,https://www.dailymail.co.uk/news/article-12107153/Georgia-Democrat-launches-scathing-attack-party-prioritizing-migrants-local-kids.html,1,5
5,3,2,9,1,https://www.dailymail.co.uk/wires/ap/article-12090463/Lidia-Bastianich-honors-immigrants-food-PBS-special-Lidia-Celebrates-America.html,1,5
5,3,2,3,1,https://www.dailymail.co.uk/news/article-12089859/PICTURED-Honduran-teenager-died-Florida-migrant-center.html,1,5
5,3,2,11,0,https://www.dailymail.co.uk/wires/pa/article-12085857/Braverman-insists-not-hypocritical-push-lower-migration.html,1,5
5,3,2,9,1,https://www.dailymail.co.uk/femail/article-12077925/I-bought-6-plates-thrift-store-ended-PICASSOS-worth-40-000.html,1,5
5,3,2,6,1,https://www.dailymail.co.uk/wires/ap/article-12078159/Honduran-teen-dies-US-immigration-custody-weeks-crossing-southern-border.html,1,5
5,3,2,2,0,https://www.dailymail.co.uk/news/article-12073931/NHS-pay-black-nurse-40-000-boss-told-bleach-skin-white.html,1,5
5,3,2,11,0,https://www.dailymail.co.uk/wires/afp/article-12069981/Florida-governor-signs-law-toughening-conditions-undocumented-migrants.html,0,5
5,3,2,11,0,https://www.dailymail.co.uk/news/article-12051721/Biden-promotes-Neera-Tanden-policy-post-moves-past-tweets.html,0,5
5,3,2,9,1,https://www.dailymail.co.uk/news/article-12043915/GOP-Senate-candidate-Bernie-Moreno-accused-reinventing-familys-wealthy-roots.html,1,5
5,3,2,2,0,https://www.dailymail.co.uk/wires/ap/article-12049475/Anti-Muslim-Twitter-feed-Spain-A-recipe-disaster.html,1,5
5,3,2,11,0,https://www.dailymail.co.uk/news/article-12043367/Jesse-Watters-slammed-saying-tell-illegal-immigrant-just-looking-them.html,1,5
5,3,2,3,1,https://www.dailymail.co.uk/galleries/article-12041325/TX-man-accused-killing-five-people-caught-four-day-manhunt.html,1,5
5,3,2,7,0,https://www.dailymail.co.uk/wires/ap/article-12039299/Cities-say-shelters-budgets-hit-immigration-uptick.html,1,5
5,3,2,7,1,https://www.dailymail.co.uk/news/article-12037721/Nine-year-old-boy-killed-Texas-mass-shooting-friends-monster-suspects-child.html,1,5
4,3,2,9,1,https://www.dailymail.co.uk/news/article-12019841/Mother-Princess-Beatrices-stepson-Wolfie-launches-reality-TV-career-eve-Kings-coronation.html,1,5
4,3,2,11,0,https://www.dailymail.co.uk/wires/afp/article-12009497/Dangerous-misinformer-Tucker-Carlsons-legacy-falsehoods.html,0,5
4,3,2,11,0,https://www.dailymail.co.uk/news/article-12002879/Republican-suggests-white-descendants-northern-Civil-War-soldiers-reparations.html,0,5
4,3,2,11,0,https://www.dailymail.co.uk/video/news/video-2924243/Video-2021-campaign-video-Bernie-Moreno-Pro-Trump-legal-immigrant.html,0,5
4,3,2,9,1,https://www.dailymail.co.uk/news/article-11975859/Lenny-Henry-reveals-family-faced-deportation-Windrush-scandal.html,1,5
4,3,2,2,0,https://www.dailymail.co.uk/wires/afp/article-11953479/Irish-Joe-Immigrant-roots-central-Bidens-political-identity.html,1,5
4,3,2,11,0,https://www.dailymail.co.uk/news/article-11942173/The-judge-Trump-says-HATES-Juan-Merchan-presiding-hush-money-case.html,0,5
4,3,2,11,0,https://www.dailymail.co.uk/wires/afp/article-11936417/Trump-New-York-Americas-ultimate-love-hate-relationship.html,0,5
4,3,2,3,1,https://www.dailymail.co.uk/femail/article-11934043/Who-Steve-Banerjee-creator-Chippendales-embroiled-brutal-MURDER-plot.html,1,5
3,3,2,3,0,https://www.dailymail.co.uk/wires/afp/article-11912817/US-court-reinstates-conviction-Serial-podcast-subject.html,1,5
3,3,2,9,1,https://www.dailymail.co.uk/femail/article-11896353/Inside-lavish-life-caviar-heiress.html,1,5
3,3,2,11,0,https://www.dailymail.co.uk/wires/pa/article-11895691/PM-tells-Rishi-Sunak-wants-Albanians-UK-feel-honoured.html,1,5
3,3,2,7,1,https://www.dailymail.co.uk/wires/ap/article-11891699/Review-A-compassionate-immigrant-drama-Tori-Lokita.html,1,5
3,3,2,9,1,https://www.dailymail.co.uk/news/article-11861997/Mans-home-ownership-dream-began-saving-time-Subway-job-turns-disaster.html,1,5
3,3,2,4,0,https://www.dailymail.co.uk/wires/ap/article-11872507/Texas-Florida-push-border-laws-governors-eye-presidency.html,1,5
3,3,2,9,1,https://www.dailymail.co.uk/tvshowbiz/article-11865293/Bachelor-couple-reveal-wedding-guests-thought-attending-engagement-party.html,1,5
3,3,2,3,0,https://www.dailymail.co.uk/wires/ap/article-11856301/2-dead-7-injured-truck-hits-pedestrians-Quebec.html,1,5
3,3,2,8,1,https://www.dailymail.co.uk/wires/afp/article-11852643/Michelle-Yeoh-makes-history-Asian-win-best-actress-Oscar.html,1,5
3,3,2,8,1,https://www.dailymail.co.uk/news/article-11840935/Mother-student-18-stabbed-Iraqi-immigrant-demands-answers.html,1,5
3,3,2,3,0,https://www.dailymail.co.uk/video/news/video-2893791/Video-Terrifying-moment-Iraqi-migrant-stabs-Solent-University-student.html,1,5
3,3,2,3,1,https://www.dailymail.co.uk/news/article-11839177/Moment-Iraqi-immigrant-stabbed-university-student-broad-daylight-attack-bid-deported.html,1,5
3,3,2,9,1,https://www.dailymail.co.uk/femail/article-11829965/TikToker-Torry-Hermann-turned-immigration-Russia-Canada-lucrative-career.html,1,5
3,3,2,8,1,https://www.dailymail.co.uk/wires/ap/article-11832219/Yiyin-Lis-The-Book-Goose-PEN-Faulkner-finalists.html,1,5
3,3,2,9,1,https://www.dailymail.co.uk/news/article-11827697/Dad-four-38-shot-dead-Australia-holiday.html,1,5
3,3,2,6,0,https://www.dailymail.co.uk/wires/afp/article-11827665/World-Bank-halts-Tunisia-program-presidents-migrant-remarks.html,1,5
3,3,2,12,0,https://www.dailymail.co.uk/news/article-11826007/Black-nurse-told-bleach-skin-white-patients-nice-wins-25-000-suing-NHS.html,1,5
2,3,2,2,0,https://www.dailymail.co.uk/wires/ap/article-11797411/Love-doesnt-exist-Immigrants-defy-forced-marriage-abroad.html,1,5
2,3,2,3,1,https://www.dailymail.co.uk/news/article-11789375/Iraqi-immigrant-stabbed-university-student-wanted-deported-court-hears.html,1,5
2,3,2,2,0,https://www.dailymail.co.uk/wires/ap/article-11786191/Northern-border-immigrant-death-highlights-crossing-spike.html,1,5
2,3,2,3,1,https://www.dailymail.co.uk/wires/ap/article-11781885/Prosecutors-charge-man-killing-Los-Angeles-bishop.html,1,5
2,3,2,3,1,https://www.dailymail.co.uk/video/news/video-2883423/Video-Arizona-rancher-returns-court-dead-Mexican-immigrant-case.html,1,5
2,3,2,3,1,https://www.dailymail.co.uk/wires/ap/article-11773033/Arrest-killing-Catholic-bishop-California.html,1,5
2,3,2,1,0,https://www.dailymail.co.uk/wires/afp/article-11733375/Layoffs-strip-away-tech-worker-visas-jobs.html,1,5
2,3,2,13,1,https://www.dailymail.co.uk/news/article-11731695/GoFundMe-removes-pages-set-strangers-elderly-Arizona-rancher.html,0,5
2,3,2,8,1,https://www.dailymail.co.uk/femail/article-11701739/Anastasia-Beverly-Hills-immigrant-built-eyebrow-makeup-EMPIRE-beloved-Hollywood-elite.html,1,5
2,3,2,12,0,https://www.dailymail.co.uk/video/news/video-2870023/Teens-truck-airborne-fleeing-border-authorities-Texas.html,1,5
1,3,2,1,0,https://www.dailymail.co.uk/news/article-11693341/DAVID-MARCUS-Joe-told-Bidens-migrant-policies-destroying-lives.html,1,5
1,3,2,9,1,https://www.dailymail.co.uk/tvshowbiz/article-11692115/Michaela-Coel-set-mentor-aspiring-filmmakers-new-challenge.html,1,5
1,3,2,8,1,https://www.dailymail.co.uk/tvshowbiz/article-11687687/Lincoln-Younes-discusses-role-John-Ibrahim-King-Cross.html,1,5
1,3,2,3,1,https://www.dailymail.co.uk/news/article-11679045/Man-arrested-Spanish-machete-rampage-killing-one-supposed-deported.html,1,5
1,3,2,8,1,https://www.dailymail.co.uk/wires/ap/article-11678343/Monterey-Park-Asian-cultural-hub-shaken-shooting.html,1,5
1,3,2,3,1,https://www.dailymail.co.uk/wires/afp/article-11667933/California-mass-shooter-dance-studio-regular.html,0,5
1,3,2,1,0,https://www.dailymail.co.uk/wires/afp/article-11666893/US-police-search-motive-Lunar-New-Year-shooting.html,1,5
1,3,2,9,1,https://www.dailymail.co.uk/news/article-11654785/Moment-homeless-Gipsy-boy-brags-TikTok-videos-home-woman-murdered.html,1,5
1,3,2,8,1,https://www.dailymail.co.uk/tvshowbiz/article-11639473/Ke-Huy-Quan-fights-tears-takes-home-Supporting-Actor-Once.html,1,5
1,3,2,8,1,https://www.dailymail.co.uk/tvshowbiz/article-11639461/Critics-Choice-Awards-2023-Bonos-daughter-Eve-Hewson-dazzles-red-carpet.html,1,5
1,3,2,3,1,https://www.dailymail.co.uk/galleries/article-11624293/Cops-identify-man-59-allegedly-killed-teens-stabbing-attack.html,0,5
1,3,2,12,0,https://www.dailymail.co.uk/news/article-11622411/Woke-leaders-USC-ban-word-field-racist.html,1,5
1,3,2,3,1,https://www.dailymail.co.uk/news/article-11621677/Man-59-revealed-victim-killed-EIGHT-teenage-girls-ages-13-16.html,1,5
1,3,2,9,1,https://www.dailymail.co.uk/tvshowbiz/article-11613939/The-King-Cross-New-trailer-drops.html,1,5
1,3,2,11,0,https://www.dailymail.co.uk/wires/ap/article-11604997/Force-Arizonas-papers-law-dead-75.html,0,5
1,3,2,3,1,https://www.dailymail.co.uk/news/article-11598251/Illegal-immigrant-Romania-deported-six-times-jailed-returning-UK-again.html,1,5
1,3,2,12,0,https://www.dailymail.co.uk/wires/afp/article-11597091/US-resumes-immigrant-visa-service-Havana.html,1,5
1,3,2,4,0,https://www.dailymail.co.uk/news/article-11580861/Dover-Border-Force-official-arrested-illegal-immigrant.html,0,5
20,3,3,10,0,https://www.dailymail.co.uk/wires/afp/article-13796567/We-Gaza-Palestinians-shock-West-Bank-raid.html,1,6
20,3,3,12,0,https://www.dailymail.co.uk/galleries/article-13796541/Israeli-drone-strike-wipes-Hamas-terrorists-amid-killing-commander.html,1,6
20,3,3,12,0,https://www.dailymail.co.uk/news/article-13795925/Moment-Israeli-drone-strike-wipes-fleeing-Hamas-terrorists-killing-commander-gun-battle-West-Bank.html,1,6
20,3,3,7,1,https://www.dailymail.co.uk/news/article-13795635/Israel-agrees-humanitarian-pauses-Gaza-fighting-640-000-children-vaccinated-against-polio-fighting-rages-West-Bank.html,1,6
20,3,3,3,0,https://www.dailymail.co.uk/wires/ap/article-13794541/Afghan-refugee-accused-case-shocked-Albuquerque-s-Muslim-community-reaches-plea-agreement.html,1,3
20,3,3,8,1,https://www.dailymail.co.uk/wires/ap/article-13794501/Afghan-taekwondo-para-athlete-makes-history-medal-Refugee-Paralympic-Team.html,0,5
20,3,3,10,0,https://www.dailymail.co.uk/wires/ap/article-13791429/Israeli-army-says-killed-5-West-Bank-militants-including-known-local-commander.html,1,6
20,3,3,8,0,https://www.dailymail.co.uk/wires/ap/article-13789597/2024-Paralympics-schedule-Aug-29-Cyclists-swimmers-taekwondo-fighters-gold.html,1,5
20,3,3,3,0,https://www.dailymail.co.uk/galleries/article-13787633/Israel-launches-major-offensive-West-Bank-11-killed.html,1,6
20,3,3,3,0,https://www.dailymail.co.uk/wires/afp/article-13787501/Israel-launches-deadly-West-Bank-operation.html,1,6
20,3,3,3,1,https://www.dailymail.co.uk/news/article-13787151/Tamil-asylum-seeker-dies-set-alight.html,0,5
20,3,3,10,0,https://www.dailymail.co.uk/news/article-13787283/Israel-major-offensive-West-Bank-terror-killed-IDF-targets-cities-striking-Hezbollah-Lebanon.html,1,6
20,3,3,3,0,https://www.dailymail.co.uk/wires/ap/article-13787063/Palestinian-officials-say-Israeli-raids-occupied-West-Bank-killed-9.html,1,6
20,3,3,11,0,https://www.dailymail.co.uk/galleries/article-13783505/Trump-tickled-Virginia-senate-GOP-candidates-unique-name.html,0,5
20,3,3,8,1,https://www.dailymail.co.uk/sport/olympics/article-13775927/team-usa-paralympics-stars-paris.html,0,5
20,3,3,3,0,https://www.dailymail.co.uk/video/germany/video-3257943/Video-German-police-make-second-arrest-stabbing-attack-tip-off.html,1,5
20,3,3,3,0,https://www.dailymail.co.uk/news/article-13776989/German-knife-terror-attack-suspect-police.html,1,5
20,3,3,10,0,https://www.dailymail.co.uk/wires/afp/article-13772455/Israelis-Cairo-Gaza-talks-disputes-linger.html,1,6
20,3,3,8,1,https://www.dailymail.co.uk/news/article-13764633/Freddie-Flintoff-fast-Ramadan-heartwarming-gesture-Muslim-refugee-BBC-Field-Dreams.html,0,5
20,3,3,10,0,https://www.dailymail.co.uk/wires/afp/article-13764791/Blinken-leaves-Mideast-Gaza-truce-reach.html,1,6
20,3,3,8,1,https://www.dailymail.co.uk/wires/ap/article-13758677/Refugee-athletes-deliver-message-perseverance-seek-medals-Paris-Paralympics.html,0,5
20,3,3,9,1,https://www.dailymail.co.uk/wires/afp/article-13754983/Bangladeshs-Yunus-reassures-Rohingya-refugees-garment-exports.html,1,4
20,3,3,11,0,https://www.dailymail.co.uk/news/article-13754155/Peter-Dutton-Zali-Steggall-racist-Gaza.html,0,6
20,3,3,4,0,https://www.dailymail.co.uk/wires/ap/article-13752733/Deadly-violence-persists-Gaza-despite-mediators-hopes-truce.html,1,6
20,3,3,13,1,https://www.dailymail.co.uk/wires/ap/article-13752437/Congos-humanitarian-crisis-helped-mpox-spiral-global-health-emergency.html,1,5
20,3,3,12,0,https://www.dailymail.co.uk/wires/ap/article-13751149/Now-mpox-global-health-emergency-trigger-pandemic.html,0,5
20,3,3,7,1,https://www.dailymail.co.uk/wires/afp/article-13749343/I-wanted-job-Sudanese-woman-defies-Libya-patriarchy-mechanic.html,1,5
20,3,3,3,1,https://www.dailymail.co.uk/news/article-13748933/Yosra-rabieh-ali-maleki-iranian-refugees-sydney-meth-jailed.html,1,5
20,3,3,3,0,https://www.dailymail.co.uk/wires/ap/article-13746779/UNHCR-monitor-implementation-Italy-Albania-accord-ensure-migrants-asylum-rights-respected.html,1,5
20,3,3,8,1,https://www.dailymail.co.uk/wires/pa/article-13746671/Ukrainian-refugee-study-prestigious-US-university-A-level-grades.html,1,5
20,3,3,6,1,https://www.dailymail.co.uk/news/article-13746135/ukrainian-refugee-cambridge-alevels-grades-war-kyiv.html,1,1
20,3,3,10,0,https://www.dailymail.co.uk/video/news/video-3251857/Video-Palestinians-inspect-ruins-fatal-Israeli-strike-refugee-camp.html,1,6
20,3,3,3,0,https://www.dailymail.co.uk/video/uknews/video-3250755/Video-Moment-rival-protesters-arrive-outside-Potters-International-Hotel.html,1,5
20,3,3,1,0,https://www.dailymail.co.uk/news/article-13734363/archbishop-canterbury-justin-welby-far-right-riots-offence-faith.html,0,5
20,3,3,8,1,https://www.dailymail.co.uk/wires/ap/article-13733143/Breaking-community-defends-b-girl-Raygun-hopeful-return-Olympic-program.html,1,5
20,3,3,11,1,https://www.dailymail.co.uk/wires/pa/article-13732291/Riots-Asylum-seeker-feeling-lost-refugee-feels-unwelcome-unwanted.html,1,5
20,3,3,1,0,https://www.dailymail.co.uk/news/article-13731055/Thousands-pro-refugee-counter-protesters-outnumber-far-right-activists-country-including-outside-Reform-UKs-HQ-London.html,1,5
20,3,3,8,1,https://www.dailymail.co.uk/wires/pa/article-13730253/Breakdancer-fled-Taliban-disqualified-free-Aghan-women-message.html,1,3
20,3,3,8,0,https://www.dailymail.co.uk/wires/ap/article-13730209/Afghan-refugee-breaker-disqualified-wearing-Free-Afghan-Women-cape-Paris-Olympics.html,1,3
20,3,3,8,0,https://www.dailymail.co.uk/wires/afp/article-13730201/Free-Afghan-Women-Olympic-refugee-breakdancer-disqualified-slogan.html,1,3
20,3,3,7,1,https://www.dailymail.co.uk/wires/ap/article-13729975/A-chess-club-kids-thrives-Congo-refugee-camp-It-s-game.html,1,5
20,3,3,8,0,https://www.dailymail.co.uk/wires/pa/article-13728477/Breaking-not-bad--B-girls-face-delight-Paris-crowds.html,1,3
20,3,3,5,0,https://www.dailymail.co.uk/wires/ap/article-13728361/UN-refugee-agency-accuses-Cyprus-government-pushing-asylum-seekers-UN-buffer-zone.html,1,5
20,3,3,10,0,https://www.dailymail.co.uk/wires/ap/article-13727935/Flooding-restricts-aid-areas-Sudan-facing-famine--UN-says.html,1,5
20,3,3,1,0,https://www.dailymail.co.uk/galleries/article-13722273/Anti-racist-protesters-outnumber-far-right-Britains-streets.html,0,5
20,3,3,1,0,https://www.dailymail.co.uk/video/news/video-3247663/Video-Pro-refugee-rally-gathers-outside-immigration-help-centre-London.html,0,5
20,3,3,12,0,https://www.dailymail.co.uk/video/news/video-3247545/Video-Refugee-centre-boarded-ahead-far-right-protest-Liverpool.html,0,5
20,3,3,13,1,https://www.dailymail.co.uk/galleries/article-13719037/Shamima-Begum-lost-final-bid-British-citizenship-removal.html,1,2
20,3,3,12,0,https://www.dailymail.co.uk/news/article-13718769/UK-riots-WFH-chaos-thugs-sentences.html,0,5
20,3,3,9,1,https://www.dailymail.co.uk/wires/ap/article-13718165/Refugee-athletes-dream-taekwondo-medal-cut-short-Paris-Olympics.html,1,5
20,3,3,2,0,https://www.dailymail.co.uk/video/news/video-3247221/Video-Britain-boards-Shops-brace-north-London-planned-protests.html,1,5
20,3,3,12,0,https://www.dailymail.co.uk/wires/pa/article-13717791/More-people-want-spread-message-welcome-amid-violence-charity-says.html,1,5
20,3,3,3,0,https://www.dailymail.co.uk/galleries/article-13717719/Britain-braces-thousands-masked-thugs-inflict-chaos-tonight.html,0,5
20,3,3,8,1,https://www.dailymail.co.uk/sport/olympics/article-13716167/Bolton-refugee-Cindy-Ngamba-shames-hate-filled-thug-seeks-divide-Britain-writes-Ian-Herbert.html,1,5
20,3,3,1,0,https://www.dailymail.co.uk/news/article-13714909/target-areas-far-right-riots-planned-tomorrow.html,0,5
20,3,3,3,0,https://www.dailymail.co.uk/wires/pa/article-13714993/Refugee-charities-call-away-demonising-language.html,1,5
20,3,3,2,0,https://www.dailymail.co.uk/wires/ap/article-13714783/First-Afghan-woman-compete-internationally-Taliban-takeover-seeks-Olympic-gold-Paris.html,1,3
20,3,3,8,1,https://www.dailymail.co.uk/sport/olympics/article-13707649/Cindy-Ngamba-history-guaranteeing-medal-Olympic-refugee-team-reaches-womens-boxing-75kg-semi-finals.html,1,5
20,3,3,8,1,https://www.dailymail.co.uk/wires/ap/article-13707543/Boxer-Cindy-Ngamba-refugee-teams-athlete-clinch-medal-Paris-Olympics.html,1,5
20,3,3,8,1,https://www.dailymail.co.uk/sport/olympics/article-13703233/Kimia-Yousofi-explains-competing-Afghanistan-Paris-2024-not-Refugee-Olympic-Team-fleeing-Taliban.html,1,3
