time,source,keyword,frame,D/H,link,relevancy,immigrant category
16,3,1,4,0,https://www.dailymail.co.uk/news/article-13341157/Channel-tragedy-five-dead-migrants-fight-French-police-sticks-firecrackers.html,1,5
16,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13339867/Migrants-sent-Marthas-Vineyard-claimed-duped-official.html,1,5
16,3,1,3,0,https://www.dailymail.co.uk/news/article-13339571/At-five-migrants-die-attempt-cross-Channel-lifeless-bodies-water-French-police-operation-underway.html,1,5
16,3,1,1,0,https://www.dailymail.co.uk/news/article-13338991/Migrants-flown-Marthas-Vineyard-Ron-DeSantis-crime-victim-visas.html,1,5
16,3,1,12,0,https://www.dailymail.co.uk/wires/ap/article-13337593/Iowa-lawmakers-address-immigration-religious-freedom-taxes-2024-session.html,0,5
16,3,1,9,1,https://www.dailymail.co.uk/femail/article-13335397/Windrush-scandal-victim-stranded-Trinidad.html,1,5
16,3,1,4,0,https://www.dailymail.co.uk/galleries/article-13329309/Illegal-immigrant-smugglers-set-ramp-drive-car-border.html,1,5
16,3,1,12,0,https://www.dailymail.co.uk/news/texas/article-13328337/Illegal-immigrant-smugglers-set-ramp-drive-cars-flimsy-wooden-fence-acts-border-wall-Native-American-nation-Arizona.html,1,5
16,3,1,2,0,https://www.dailymail.co.uk/wires/ap/article-13326957/Staff-shoppers-return-somber-Sydney-shopping-mall-6-days-mass-stabbings.html,1,5
16,3,1,13,1,https://www.dailymail.co.uk/wires/ap/article-13321825/Sydney-shopping-mall-reopens-stabbings-Police-make-arrest-riot-church-attack.html,0,5
16,3,1,3,0,https://www.dailymail.co.uk/news/texas/article-13319793/Cartel-gangsters-recruiting-Army-soldiers-smuggle-migrants-Cash-strapped-vet-23-says-paid-5-000-bring-group.html,1,5
16,3,1,4,0,https://www.dailymail.co.uk/galleries/article-13317883/English-ship-radio-accuse-French-Navy-human-trafficking-Dover.html,1,5
16,3,1,12,0,https://www.dailymail.co.uk/wires/ap/article-13316951/Black-immigrant-rally-NYC-raises-awareness-racial-religious-language-inequities.html,0,5
16,3,1,3,0,https://www.dailymail.co.uk/news/article-13315509/French-warship-escorting-boat-migrants-English-ship-captains-damning-radio-messages-accuse-French-Navy-illegal-human-trafficking-Dover.html,1,5
16,3,1,3,0,https://www.dailymail.co.uk/video/immigration/video-3168139/Video-English-cargo-ship-captain-accuses-French-illegal-trafficking.html,1,5
16,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13306835/Unfazed-danger-power-Guatemalan-cardinal-keeps-fight-migrants-poor.html,0,5
16,3,1,11,0,https://www.dailymail.co.uk/news/article-13302689/trump-speaker-mike-johnson-good-friend-MTG-ukraine-fisa.html,0,5
16,3,1,1,0,https://www.dailymail.co.uk/wires/ap/article-13302031/Tennessee-governor-signs-bill-requiring-local-officers-aid-US-immigration-authorities.html,1,5
16,3,1,10,0,https://www.dailymail.co.uk/wires/ap/article-13300801/A-healthy-US-economys-secret-ingredient-Immigrant-workers-eager-jobs.html,1,5
16,3,1,9,1,https://www.dailymail.co.uk/wires/ap/article-13299951/Teaching-refugee-women-drive-goes-farther-destination.html,1,5
16,3,1,3,1,https://www.dailymail.co.uk/news/article-13289171/city-teen-arrested-victim-murder-dismemberment.html,0,5
16,3,1,11,0,https://www.dailymail.co.uk/video/news/video-3162319/Video-Sheriff-speaks-illegal-immigrant-charged-murder-Ohio.html,0,5
16,3,1,8,1,https://www.dailymail.co.uk/femail/article-13276117/Are-worlds-sexiest-chess-players-Canadian-sisters-Andrea-Alexandra-Botez-boast-1-4M-fans-post-sultry-snaps-clips-game-theyre-getting-beat-11-year-olds.html,1,5
16,3,1,6,1,https://www.dailymail.co.uk/news/article-13274543/illegal-immigrant-chicago-stabbing-decapitation-Baltazar-Perez-Estrada.html,1,5
16,3,1,3,0,https://www.dailymail.co.uk/wires/ap/article-13269585/GOP-lawmakers-using-budget-pressure-Kansas-governor-DEI-immigration.html,1,5
16,3,1,3,0,https://www.dailymail.co.uk/wires/ap/article-13269559/Man-cuffed-not-charged-Chiefs-Super-Bowl-Rally-shooting-sues-3-lawmakers-posts.html,0,5
16,3,1,7,1,https://www.dailymail.co.uk/news/article-13269383/Migrant-smuggled-child-U-S-use-porn-lying-uncle-Republicans-say-horrific-stories-like-happening-Biden-doesnt-enforce-border-laws.html,1,5
16,3,1,1,0,https://www.dailymail.co.uk/wires/ap/article-13269261/Trumps-events-arent-drawing-big-protests-year-Instead-Biden-facing-public-ire.html,0,5
16,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13268565/Councilor-dubs-Boston-racist-city-reparations-push.html,1,5
16,3,1,11,0,https://www.dailymail.co.uk/video/news/video-3160285/Donald-Trump-claims-spoke-family-Ruby-Garcia.html,0,5
16,3,1,12,0,https://www.dailymail.co.uk/news/article-13267793/Councillor-Boston-racist-city-dollars-reparations-blacks-shop-farmers-markets.html,0,5
16,3,1,11,0,https://www.dailymail.co.uk/news/article-13264675/donald-trump-bond-ms-13-murderers-2024-election.html,0,5
16,3,1,11,0,https://www.dailymail.co.uk/news/article-13264243/Boston-city-councilor-attendance-WORST-offender.html,0,5
16,3,1,13,1,https://www.dailymail.co.uk/news/article-13260581/Biden-trans-easter-jk-rowling-hate-crime-MAUREEN-CALLAHAN.html,1,5
16,3,1,9,1,https://www.dailymail.co.uk/news/article-13259945/kari-lake-guns-arizona.html,1,5
16,3,1,2,0,https://www.dailymail.co.uk/wires/ap/article-13259955/Migrants-Iowa-wonder-leave-bill-arrested-deported.html,1,5
16,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13259667/Poll-38-voters-think-Biden-alive-end-second-term.html,0,5
16,3,1,12,0,https://www.dailymail.co.uk/news/article-13258755/Windrush-scandal-victim-accuses-Government-waiting-die-wait-compensation-calls-scheme-taken-Home-Office-handled-independently.html,1,5
16,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13258635/Trump-s-immigration-rhetoric-makes-inroads-Democrats-That-concern-Biden.html,0,5
15,3,1,2,0,https://www.dailymail.co.uk/wires/ap/article-13256555/In-Key-Bridge-collapse-Baltimore-lost-piece-cultural-identity.html,1,5
15,3,1,7,1,https://www.dailymail.co.uk/wires/afp/article-13256295/Baltimore-bridge-highlights-role-migrants-US-workforce.html,1,5
15,3,1,13,1,https://www.dailymail.co.uk/news/crime/article-13251655/Chinese-Bitcoin-crook-fraud-moved-cryptocurrency.html,1,5
15,3,1,3,1,https://www.dailymail.co.uk/news/article-13250227/kansas-city-arrested-super-bowl-parade-shooting-lawsuit-illegal-alien.html,1,5
15,3,1,4,0,https://www.dailymail.co.uk/news/article-13246481/Poll-Biden-border-inflation-Trump.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13246181/Former-state-Controller-Betty-Yee-announces-campaign-California-governor.html,0,5
15,3,1,13,1,https://www.dailymail.co.uk/wires/ap/article-13246067/Man-cuffed-not-charged-Chiefs-Super-Bowl-rally-shooting-sues-congressman-online-post.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13240729/Biden-green-cards-illegal-migrants-10-years.html,0,5
15,3,1,2,0,https://www.dailymail.co.uk/news/article-13240089/joe-biden-green-cards-illegal-immigrants-us.html,1,5
15,3,1,13,1,https://www.dailymail.co.uk/news/article-13238565/Illegal-immigrant-25-charged-murdering-Michigan-woman-25-shot-dead-highway-horror-carjacking.html,1,5
15,3,1,12,0,https://www.dailymail.co.uk/galleries/article-13237443/Iowa-mayor-warns-damage-Tyson-Foods-cutting-plant-jobs.html,0,5
15,3,1,9,1,https://www.dailymail.co.uk/galleries/article-13235303/Jeff-Bezos-ex-wife-channels-640M-left-wing-causes.html,1,5
15,3,1,3,0,https://www.dailymail.co.uk/news/article-13232107/Migrants-people-smuggling-Texas-cops-high-speed-chase-car-catches-fire.html,1,5
15,3,1,6,1,https://www.dailymail.co.uk/news/article-13228219/leonel-moreno-venezuela-tiktok-troll-slammed.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13225227/Georgia-lawmakers-advance-bills-targeting-immigrant-friendly-policies.html,1,5
15,3,1,13,1,https://www.dailymail.co.uk/news/article-13224731/Florida-lawmaker-Tyson-Foods-sack-American-meat-packers-replace-illegals-slavery.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13224549/Queens-residents-slam-AOC-endorsing-Bidens-open-border-policies.html,0,5
15,3,1,2,0,https://www.dailymail.co.uk/news/article-13223967/Hispanic-Queens-residents-angry-AOC-Alexandria-Ocasio-Cortez-migrant-crime.html,1,5
15,3,1,8,1,https://www.dailymail.co.uk/galleries/article-13224227/Ohio-state-Rep-Ismail-Mohamed-delivers-victory-speech-Somali.html,1,5
15,3,1,8,1,https://www.dailymail.co.uk/news/article-13223217/Ohio-Somalia-Ismail-Mohamed-Ilhan-Omar-Democrat-election.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13223081/congress-mexico-border-protection-funding-package.html,0,5
15,3,1,13,1,https://www.dailymail.co.uk/wires/ap/article-13221233/A-police-officer-accused-spying-China-The-charges-dropped-NYPD-fired-him.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13220463/Mexican-President-country-not-accept-deportations-border-arrests.html,0,5
15,3,1,9,1,https://www.dailymail.co.uk/wires/ap/article-13221123/Angela-Chao-Mitch-McConnell-s-sister-law-drunk-drove-pond-police-say.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13220299/Texas-cops-say-wont-enforce-SB4-goes-through.html,0,5
15,3,1,1,0,https://www.dailymail.co.uk/wires/ap/article-13220243/As-Texas-border-arrests-law-teeters-court-GOP-states-push-tougher-immigration-policy.html,1,5
15,3,1,3,0,https://www.dailymail.co.uk/news/article-13218539/haitian-migrant-assault-investigation-joe-biden-parole-program.html,1,5
15,3,1,9,1,https://www.dailymail.co.uk/news/article-13215789/fund-manager-ditches-Tyson-Foods-meat-sack-workers-asylum-seekers-woke-liberal-America.html,1,5
15,3,1,13,1,https://www.dailymail.co.uk/news/article-13215611/Mackenzie-Scott-donates-640million-non-profits-Jeff-Bezos-amazon.html,0,5
15,3,1,13,1,https://www.dailymail.co.uk/news/article-13214823/Obama-liberal-Illinois-judge-illegal-migrants-guns.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/wires/afp/article-13214831/Biden-targets-wavering-Latinos-Sun-Belt-battlegrounds.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13210181/Laken-Riley-father-today-interview.html,0,5
15,3,1,1,0,https://www.dailymail.co.uk/galleries/article-13210173/Furious-Brooklyn-residents-protest-planned-homeless-shelter.html,0,5
15,3,1,1,0,https://www.dailymail.co.uk/news/article-13209503/Bensonhurst-brookyln-residents-homeless-shelter-protest.html,1,5
15,3,1,7,1,https://www.dailymail.co.uk/news/article-13206749/Guatemalan-migrant-charges-dropped-Florida-cop-died-heart-attack.html,1,5
15,3,1,3,1,https://www.dailymail.co.uk/news/article-13204579/San-Francisco-man-stabbed-Asian-woman-PROBATION-judge.html,1,5
15,3,1,13,1,https://www.dailymail.co.uk/news/article-13204027/Georgia-pizza-shop-Mama-Sid-commissioner-Laken-Rilley.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13202971/Democrat-Wall-Street-investor-Marty-Dolan-says-rampant-crime-like-subway-shooting-one-reasons-hes-taking-AOC-supposed-best-city-world.html,0,5
15,3,1,12,0,https://www.dailymail.co.uk/wires/ap/article-13198827/Tennessee-House-advances-bill-requiring-local-officers-aid-US-immigration-authorities.html,0,5
15,3,1,1,0,https://www.dailymail.co.uk/galleries/article-13198495/NYC-spending-387-day-migrant-household.html,1,5
15,3,1,2,0,https://www.dailymail.co.uk/news/article-13197815/migrant-crisis-cost-nyc-taxpayers.html,1,5
15,3,1,9,1,https://www.dailymail.co.uk/news/article-13196635/Jack-ripper-Russian-artist.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13196857/DeSantis-sends-soldiers-protect-Florida-immigrant-boats.html,1,5
15,3,1,1,0,https://www.dailymail.co.uk/galleries/article-13196659/US-warned-second-wave-Venezuelan-criminals-coming-border.html,1,5
15,3,1,2,0,https://www.dailymail.co.uk/wires/ap/article-13196385/Senators-warn-visas-urgently-needed-Afghans-aided-US-war.html,1,5
15,3,1,10,0,https://www.dailymail.co.uk/news/article-13195411/DeSantis-sends-soldiers-protect-florida-haiti.html,0,5
15,3,1,2,0,https://www.dailymail.co.uk/news/texas/article-13188843/Americans-warned-brace-SECOND-wave-Venezuelan-gangsters-coming-border-countrys-prisons-100-inmates-RELEASED-killers.html,1,5
15,3,1,2,0,https://www.dailymail.co.uk/news/article-13193067/los-angeles-green-card-fraud-marriage-immigration-jail.html,1,5
15,3,1,8,1,https://www.dailymail.co.uk/wires/ap/article-13185561/Angela-Chao-shipping-industry-exec-died-Texas-ranch-car-went-pond-report-says.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13184151/conservative-nonprofit-building-americas-future-slams-cnn-laken-riley-ad.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13181293/Brooklyn-Democratic-Party-white-supremacy-Asians.html,1,5
15,3,1,13,1,https://www.dailymail.co.uk/news/article-13178539/Riley-Gaines-Elon-Musk-legal-immigration-border-migrant-crisis.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13178437/Trump-meets-Laken-Rileys-family-Georgia-rally.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13177613/Trump-mimics-Bidens-stutter-cough-botching-Laken-Riley-name.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/wires/pa/article-13178229/Biden-says-regrets-using-term-illegal-State-Union-address.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13178123/Biden-says-regrets-using-term-illegal-suspected-killer-Laken-Riley.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13178043/joe-biden-wrong-laken-riley-illegal.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13177899/Marjorie-Taylor-Greene-takes-credit-Biden-saying-Laken-Riley.html,0,5
15,3,1,3,1,https://www.dailymail.co.uk/wires/afp/article-13176823/Ethiopian-Israelis-tout-sacrifice-Gaza-war.html,0,6
15,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13176317/The-Biden-Trump-rematch-comes-view-dueling-visits-Georgia.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13175885/Biden-hammers-Trump-meeting-Orban-mocks-Marjorie-Taylor-Greene.html,0,5
15,3,1,2,0,https://www.dailymail.co.uk/news/article-13174941/two-americans-arrested-illegal-crossing-southern-border-new-mexico-texas-murder-charges.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13175149/joe-biden-laken-riley-death-illegals-comments-regret.html,0,5
15,3,1,9,1,https://www.dailymail.co.uk/galleries/article-13175181/Laken-Rileys-mother-blasts-pathetic-Biden-daughters-gaffe.html,1,5
15,3,1,9,1,https://www.dailymail.co.uk/galleries/article-13174195/Laken-Rileys-mother-reacts-immigration-bill-daughters-name.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13174151/Biden-visiting-battleground-states-expanding-staff-campaign-tries-seize-offensive.html,0,5
15,3,1,9,1,https://www.dailymail.co.uk/news/article-13173709/Laken-Rileys-mother-passing-bill-detain-migrants-Biden.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13173927/Biden-hit-calling-alleged-murderer-Laken-Riley-illegal.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13172097/Republicans-tear-Joe-Bidens-hyper-partisan-State-Union-ZERO-unifying-moments-say-no-proof-life.html,0,5
15,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13172039/Biden-says--Laken-Riley--urging-GOP-Rep-Marjorie-Taylor-Greene.html,1,5
15,3,1,3,1,https://www.dailymail.co.uk/news/article-13137699/America-migrant-crime-wave-border-crisis-Laken-Riley-murder-illegal-immigration.html,1,5
15,3,1,9,1,https://www.dailymail.co.uk/news/article-13160431/two-arrested-long-island-dismembered-body-parts-babylon-park.html,1,5
15,3,1,8,1,https://www.dailymail.co.uk/wires/ap/article-13160411/Stories-migration-world-longlisted-Womens-Prize-Fiction.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13154801/New-Yorks-undocumented-immigrant-lawmaker-slammed-REWRITING-9-11-history-bill-focus-K-12-lessons-xenophobia-anti-Muslim-bullying-not-terror-attacks-killed-3-000.html,1,5
15,3,1,11,0,https://www.dailymail.co.uk/news/article-13155229/US-court-pauses-block-Texas-law-illegal-border-crossings.html,0,5
15,3,1,2,0,https://www.dailymail.co.uk/news/article-13146721/Laken-Riley-funeral-Georgia-Jose-Ibarra-murder.html,1,5
15,3,1,12,0,https://www.dailymail.co.uk/wires/ap/article-13143305/Georgia-House-passes-bill-requiring-police-help-arrest-immigrants-students-killing.html,1,5
15,3,1,1,0,https://www.dailymail.co.uk/news/article-13142249/biden-fury-politically-correct-newcomers-illegal-migrants.html,1,5
14,3,1,2,0,https://www.dailymail.co.uk/wires/ap/article-13141851/Judge-blocks-Texas-law-gives-police-broad-powers-arrest-migrants-illegally-enter-US.html,1,5
14,3,1,1,0,https://www.dailymail.co.uk/galleries/article-13141609/Eagle-Pass-firefighters-reveal-pulled-63-bodies-Rio-Grande.html,1,5
14,3,1,8,1,https://www.dailymail.co.uk/wires/ap/article-13140015/Filipino-volunteer-saved-Outback-fire-brigade-celebrated-Australian-Parliament.html,1,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13136743/illegal-immigrant-honduras-accused-rape-minor.html,1,5
14,3,1,9,1,https://www.dailymail.co.uk/news/article-13135871/oldest-woman-america-california-texas.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13133247/NYC-Mayor-Eric-Adams-calls-expanded-cooperation-police-immigration-authorities.html,1,5
14,3,1,6,0,https://www.dailymail.co.uk/news/article-13132079/immigration-border-job-market-economy.html,1,5
14,3,1,3,0,https://www.dailymail.co.uk/news/article-13132323/Democrat-Katie-Porter-sparks-fury-saying-22-year-old-Laken-Rileys-death-NOT-impact-border-policies-illegal-migrant-sits-jail-charged-murder.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13132641/GOP-demands-details-illegal-migrant-charged-Laken-Riley-murder.html,1,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13132515/republicans-demand-info-jose-ibarra-laken-riley-georgia-murder.html,1,5
14,3,1,8,1,https://www.dailymail.co.uk/yourmoney/consumer/article-13118197/jensen-huang-tech-nvidia-ceo-ai.html,1,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13131001/UGA-student-Laken-Riley-cause-death-illegal-immigrant-Venezuela.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/galleries/article-13127377/Biden-visit-border-Texas-day-Trump.html,0,5
14,3,1,3,1,https://www.dailymail.co.uk/galleries/article-13127305/Migrant-suspected-killing-student-nurse-previously-arrested-NYC.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/news/article-13127245/joe-biden-trump-border-visit-texas-migrant-crossings.html,0,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13126517/AP-Laken-Riley-coverage-illegal-immigrant.html,1,5
14,3,1,12,0,https://www.dailymail.co.uk/news/article-13124855/Illegal-immigrant-suspected-Georgia-murder-previously-arrested-NYC.html,1,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13121325/georgia-nursing-student-laken-riley-murder-suspect-brother-arrest-green-card.html,1,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13121013/UGA-campus-murder-Laken-Riley-cause-death-republicans-death-penalty.html,1,5
14,3,1,8,1,https://www.dailymail.co.uk/galleries/article-13106059/Chinese-immigrant-sworn-San-Franciscos-Elections-Commission.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13094357/Bidens-rightward-shift-immigration-angers-advocates-But-resonating-Democrats.html,1,5
14,3,1,13,1,https://www.dailymail.co.uk/news/article-13091959/cecilia-gentili-st-patricks-catherdral-funeral-transgender-activist.html,0,5
14,3,1,1,0,https://www.dailymail.co.uk/wires/afp/article-13089259/Sahil-Omar-A-forever-criminal-falsely-linked-US-shooting.html,1,5
14,3,1,6,1,https://www.dailymail.co.uk/news/texas/article-13084667/Family-Texas-7-year-old-grandmother-killed-illegal-immigrant-smuggler-applaud-DHS-Secretary-Alejandro-Mayorkas-impeachment-calls-Senate-remove-office-Stop-talking-call-people-hurt.html,1,5
14,3,1,13,1,https://www.dailymail.co.uk/video/news/video-3124625/Video-Illegal-immigrant-smuggler-killed-two-films-speeding.html,1,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13074445/Taxpayers-spent-10-000-Albanian-interpreters-illegal-immigrant-cocaine-dealer-ignored-robust-advice-given-defence-team-eventually-changing-plea-guilty.html,1,5
14,3,1,2,0,https://www.dailymail.co.uk/galleries/article-13074485/Inside-migrant-hideout-run-Catholic-nuns-Mexican-border.html,1,5
14,3,1,2,0,https://www.dailymail.co.uk/news/article-13071535/mexico-biden-migrants-piedra-negras-todd-bensman.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13073027/Republicans-work-recruit-female-minority-candidates-criticize-diversity-programs.html,0,5
14,3,1,3,1,https://www.dailymail.co.uk/news/article-13060949/texas-migrant-murder-charge-lizbeth-medina-death.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/tvshowbiz/article-13054383/Meryl-Streep-reunites-Sophies-Choice-costars-40th-anniversary.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/wires/afp/article-13045305/Latinos-US-shifting-voting-bloc.html,1,5
14,3,1,11,0,https://www.dailymail.co.uk/wires/ap/article-13041265/Mayorkas-driven-understanding-immigrant-experience-Republicans-want-gone.html,1,5
14,3,1,12,0,https://www.dailymail.co.uk/wires/ap/article-13035839/Florida-House-votes-loosen-child-labor-laws-year-tougher-immigrant-employment-law-enacted.html,1,5
14,3,1,2,0,https://www.dailymail.co.uk/galleries/article-13028719/Chinese-immigrant-87-flees-San-Francisco-homeland-assaults.html,1,5
14,3,1,2,0,https://www.dailymail.co.uk/news/article-13028035/Srikanth-Jagilapu-Indian-immigrant-jailed-sexual-assault-deported.html,1,5
13,3,1,13,1,https://www.dailymail.co.uk/news/article-13026575/Reymark-Recalde-crash-Victoria-Mildura.html,1,5
13,3,1,3,1,https://www.dailymail.co.uk/news/article-13025559/elderly-chinese-man-flees-san-francisco-crime-assault-victim.html,1,5
13,3,1,2,1,https://www.dailymail.co.uk/wires/ap/article-13008587/University-California-board-delays-vote-hiring-immigrant-students-without-legal-status.html,1,5
13,3,1,11,0,https://www.dailymail.co.uk/news/article-12999579/CNN-MSNBC-Trump-speeches-cut-new-hampshire.html,0,5
13,3,1,2,0,https://www.dailymail.co.uk/news/article-12990911/namibian-mother-known-home-office-illegal-immigrant-fake-passport-lived-four-bed-house.html,1,5
13,3,1,9,1,https://www.dailymail.co.uk/wires/ap/article-12984585/Maine-workforce-shortage-problem-hopes-resolve-recently-arrived-immigrants.html,1,5
13,3,1,3,1,https://www.dailymail.co.uk/news/article-12980875/Bostons-sanctuary-city-rules-allowed-illegal-immigrant-Haitian-rape-suspect-RELEASED-community-sexually-assaulted-disabled-victim.html,1,5
13,3,1,11,0,https://www.dailymail.co.uk/news/article-12969403/MSNBC-Lawrence-ODonnell-Nikki-Haley-immigrant-Trump.html,1,5
13,3,1,11,0,https://www.dailymail.co.uk/news/texas/article-12956809/Texas-Governor-Greg-Abbott-did-not-order-shooting-migrants-crossing-border-Biden-administration-charge-murder.html,0,5
13,3,1,6,1,https://www.dailymail.co.uk/wires/afp/article-12949671/Life-tough-errant-asylum-seekers-New-York.html,1,5
13,3,1,11,0,https://www.dailymail.co.uk/news/article-12947097/evergreen-acres-dairy-keith-schaefer-sued-immigrant-worker-wage-minnesota.html,0,5
13,3,1,6,0,https://www.dailymail.co.uk/wires/ap/article-12944771/Migrant-families-begin-leaving-NYC-hotels-eviction-notices-kick-in.html,1,5
13,3,1,3,1,https://www.dailymail.co.uk/news/article-12941079/Migrant-cannabis-farmer-allowed-remain-Britain-human-right-no-longer-speak-language.html,1,5
13,3,1,3,0,https://www.dailymail.co.uk/news/article-12915733/John-jack-dyer-paratrooper-motorcycle-eight-vehicles-Orlando-deer.html,0,5
12,3,1,7,0,https://www.dailymail.co.uk/wires/ap/article-12888361/Vigil-held-5-year-old-migrant-boy-died-Chicago-shelter.html,1,5
12,3,1,11,0,https://www.dailymail.co.uk/wires/reuters/article-12887117/Biden-attacks-Trumps-anti-immigrant-blood-comments-Wisconsin-visit.html,0,5
12,3,1,11,0,https://www.dailymail.co.uk/news/article-12887011/Biden-injects-Trumps-polluting-blood-line.html,0,5
12,3,1,6,1,https://www.dailymail.co.uk/wires/ap/article-12883565/Migrant-families-rally-end-New-York-s-new-60-day-limits-shelter-stays.html,1,5
12,3,1,11,0,https://www.dailymail.co.uk/news/article-12883263/white-house-accuses-texas-demonizing-migrants.html,0,5
12,3,1,2,0,https://www.dailymail.co.uk/galleries/article-12869337/Chicago-spent-nearly-1M-failed-migrant-camp-pulling-plug.html,1,5
12,3,1,5,0,https://www.dailymail.co.uk/news/article-12868819/Chicago-migrant-camps-buses-impounded.html,0,5
12,3,1,9,1,https://www.dailymail.co.uk/wires/ap/article-12865597/Miljenko-Mike-Grgich-immigrant-Napa-Valley-worlds-wine-map-dies-100.html,1,5
12,3,1,1,0,https://www.dailymail.co.uk/wires/ap/article-12864313/Germany-Turkey-agree-train-imams-serve-Germanys-Turkish-immigrant-community-Germany.html,1,5
12,3,1,11,0,https://www.dailymail.co.uk/galleries/article-12860335/Democrats-tear-Biden-using-migrants-bargaining-chips.html,0,5
12,3,1,3,1,https://www.dailymail.co.uk/news/article-12856555/Texas-Lizbeth-Medina-illegal-immigrant-suspect-confessed.html,1,5
12,3,1,3,1,https://www.dailymail.co.uk/news/article-12847339/lizbeth-medina-cheerleader-illegal-immigrant-Rafael-Romero-texas-edna.html,1,5
12,3,1,3,0,https://www.dailymail.co.uk/news/article-12824677/Texas-plans-let-LOCAL-cops-arrest-migrants-flooding-Mexico-border-controversial-new-immigration-bill-sparked-outrage-Arizona-Hispanic-Americans-racially-profiled.html,1,5
12,3,1,3,0,https://www.dailymail.co.uk/wires/ap/article-12824417/UK-unveils-tough-new-rules-designed-cut-immigrant-numbers.html,0,5
12,3,1,13,1,https://www.dailymail.co.uk/tvshowbiz/article-12820707/Bowen-Yang-gives-update-mental-health.html,0,5
12,3,1,13,1,https://www.dailymail.co.uk/tvshowbiz/article-12813285/Im-Celebrity-producers-word-Nella-Rose-clash-Nigel-Farage.html,0,5
11,3,1,9,1,https://www.dailymail.co.uk/wires/afp/article-12798749/An-immigrant-chef-Miami-trots-globe-feed-needy.html,1,5
11,3,1,11,0,https://www.dailymail.co.uk/video/video/video-3068831/Sunak-praises-highly-skilled-immigrant-business-chiefs-investment-summit.html,0,5
11,3,1,11,0,https://www.dailymail.co.uk/wires/pa/article-12795409/Sunak-praises-highly-skilled-immigrant-business-chiefs-investment-summit.html,0,5
11,3,1,13,1,https://www.dailymail.co.uk/columnists/article-12786711/NANA-AKUA-nigel-farage-nella-rose-racist-anti-immigrant.html,1,5
11,3,1,13,1,https://www.dailymail.co.uk/galleries/article-12783489/Nella-Rose-claimed-black-people-dont-like-Nigel-Farage.html,1,5
11,3,1,13,1,https://www.dailymail.co.uk/wires/pa/article-12783231/Nella-Rose-accuses-Nigel-Farage-wanting-people-like-gone-UK.html,1,5
